Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,1.6013358815068,-1.30941744028873,0.639079447841667,3.00845643150276,3.67359591752461,1.85863278232983,1.58547816999177,3.27759624863533,4.33079404200814,3.67462563846016,-0.915816562607745,-0.0437330077844109,-0.125983540861199,1.26975769258722,0.480866443023857,0.540027604869181,2.34014988367215,2.98989184573122,1.69471983381533,3.93682345267324,1.31242366891367,0.162612902402543,0.0395765677434667,2.77622350049076,3.11524552972648,3.98863422067916,4.11187781207605,2.1547018611349,-2.22210712097447,3.00269910775171,1.69280849515039,1.00602409742663,1.85203975735246,2.44921809651646,1.22638435945626,1.37588449583828,1.08679221938421
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.0224986950801,6.49030774183431,5.65510264316374,2.94983267564061,2.93143599693324,3.43538986904497,0.750308869897279,1.44032842355245,1.872459172484,3.15528910025326,5.40395398235057,5.85958593539569,4.03700916382411,3.29262948327611,0.852141522219941,1.79979956254238,0.811658038234819,0.520214642356525,0.0179488591812253,0.806446857095473,1.55851846785163,0.98901715340335,0.642708441925624,0.638298911211501,0.802882618129791,1.17195114446502,1.05952505549083,0.732336631239735,2.42604804028587,-0.480467933987869,0.688233448733407,0.231336576913037,-0.692545841930371,-0.21730851764762,-0.0132291602454955,-1.14390064437645,-0.434607638542948,0.533795988132759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
